genome	user_genome	Domain	Phylum	Class	Order	Family	Genus	Species	length	filtered_reads_1	filtered_reads_3	filtered_reads_5	filtered_reads_7	filtered_reads_10	filtered_reads_25	ra_1	ra_3	ra_5	ra_7	ra_10	ra_25
M1_25.240.filtered.fa	M1_25.240.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__	f__	g__	s__	13690286.0	7305	3920.0	1805.0	3668.0	1121.0	167952.0	0.0005335900214210281	0.0002863344125900657	0.00013184530987884403	0.0002679272003521329	8.188287666159786e-05	0.01226796868962416
M1_25.243.filtered.fa	M1_25.243.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__SM23-28-2	f__SM23-28-2	g__SM23-28-2	s__	1499769.0	3766	429.0	195.0	421.0	160.0	318273.0	0.002511053368885475	0.0002860440507838207	0.00013002002308355488	0.0002807098959906492	0.00010668309586342963	0.21221468106088337
M1_25.244.filtered.fa	M1_25.244.filtered	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__SZUA-6	f__DRHE01	g__JAFGQJ01	s__	4023513.0	1165	70.0	14.0	89.0	12.0	35819.0	0.00028954796467663954	1.7397731783145724e-05	3.4795463566291446e-06	2.211997326714242e-05	2.982468305682124e-06	0.008902419353435666
M1_25.246.filtered.fa	M1_25.246.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__LD21	s__	1278804.0	41	11.0	9.0		3.0	8940.0	3.2061207190468595e-05	8.60178729500377e-06	7.037825968639447e-06		2.3459419895464824e-06	0.006990907128848518
M1_25.249.filtered.fa	M1_25.249.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__E44-bin32	g__E44-bin32	s__	4482238.0	11963	1528.0	526.0	1071.0	351.0	409301.0	0.0026689792019076184	0.00034090113019433595	0.00011735209062972559	0.0002389431351034907	7.830909469778267e-05	0.09131621301680098
M1_25.251.filtered.fa	M1_25.251.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__	s__	938062.0	2174	346.0	110.0	294.0	56.0	13973.0	0.0023175440429310645	0.00036884555605066615	0.00011726303805078982	0.00031341211988120186	5.9697546644038454e-05	0.014895603915306237
M1_25.254.filtered.fa	M1_25.254.filtered	d__Bacteria	p__WOR-3	c__E44-bin80	o__E44-bin80	f__E44-bin80	g__	s__	2665857.0	1660	51.0	27.0	34.0	14.0	67159.0	0.000622689063967047	1.9130808591758672e-05	1.0128075136813414e-05	1.2753872394505782e-05	5.251594515384734e-06	0.025192274004194524
M1_25.255.filtered.fa	M1_25.255.filtered	d__Bacteria	p__Spirochaetota	c__B62-G9	o__B62-G9	f__B62-G9	g__DRHN01	s__	1944868.0	738	240.0	119.0	129.0	52.0	18896.0	0.00037946019986960554	0.00012340169101450588	6.118667179469249e-05	6.632840892029691e-05	2.6737033053142937e-05	0.009715826472542096
M1_25.256.filtered.fa	M1_25.256.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__SM23-62	g__SM23-62	s__	1634962.0	560	56.0	30.0	56.0	16.0	25923.0	0.0003425156058672923	3.425156058672923e-05	1.8349050314319233e-05	3.425156058672923e-05	9.786160167636924e-06	0.015855414376603247
M1_25.26.filtered.fa	M1_25.26.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__	s__	384853.0	499	11.0	2.0	16.0	6.0	11904.0	0.0012965989611617942	2.8582341829217908e-05	5.196789423494165e-06	4.157431538795332e-05	1.5590368270482497e-05	0.030931290648637273
M1_25.260.filtered.fa	M1_25.260.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA2200	f__UBA2200	g__	s__	1935786.0	697	74.0	18.0	83.0	13.0	16439.0	0.00036006046122866886	3.822736604149425e-05	9.298548496579685e-06	4.28766402897841e-05	6.7156183586408825e-06	0.00849215770751519
M1_25.264.filtered.fa	M1_25.264.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__E44-bin32	g__	s__	1375258.0	209	35.0	5.0	26.0	5.0	19738.0	0.00015197148462324888	2.544977015221871e-05	3.635681450316959e-06	1.8905543541648186e-05	3.635681450316959e-06	0.014352216093271227
M1_25.266.filtered.fa	M1_25.266.filtered	d__Bacteria	p__BMS3Abin14	c__BMS3Abin14	o__BMS3Abin14	f__JAFGWO01	g__	s__	2437622.0	6376	408.0	175.0	405.0	114.0	53470.0	0.0026156639544605356	0.0001673762379893191	7.17912785493403e-05	0.0001661455303570447	4.6766890026427394e-05	0.02193531236590415
M1_25.268.filtered.fa	M1_25.268.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAFGEY01	f__JAFGEY01	g__JAFGIE01	s__	6648405.0	2800	860.0	325.0	295.0	220.0	181574.0	0.00042115364512240153	0.00012935433385902334	4.888390523742161e-05	4.4371544753967303e-05	3.309064354533155e-05	0.02731091141409105
M1_25.270.filtered.fa	M1_25.270.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__9FT-COMBO-55-16	s__	4476858.0	53478	14590.0	5303.0	5041.0	3433.0	133635.0	0.011945431371734372	0.0032589820807360876	0.0011845361188583601	0.0011260129313907209	0.0007668324525816991	0.02985017617266395
M1_25.273.filtered.fa	M1_25.273.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__W498	g__W498	s__	1454355.0	3903	120.0	27.0	385.0	21.0	170743.0	0.0026836638922408903	8.251080375836711e-05	1.85649308456326e-05	0.0002647221620580945	1.4439390657714245e-05	0.11740118471762397
M1_25.275.filtered.fa	M1_25.275.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__	s__	14550187.0	2758	617.0	215.0	425.0	154.0	249991.0	0.00018955082845327004	4.2404953283418284e-05	1.4776442392114961e-05	2.9209246589064456e-05	1.0584056411096298e-05	0.01718129120952191
M1_25.277.filtered.fa	M1_25.277.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__E44-bin15	f__E44-bin15	g__JADFVG01	s__	1129315.0	512	19.0	13.0	19.0	6.0	19728.0	0.00045337217693911793	1.6824358128600082e-05	1.1511402930094792e-05	1.6824358128600082e-05	5.312955198505288e-06	0.01746899669268539
M1_25.278.filtered.fa	M1_25.278.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__	s__	793987.0	13625	901.0	139.0	436.0	73.0	26484.0	0.017160230583120377	0.0011347792847993734	0.00017506583860944826	0.0005491273786598521	9.194105193158075e-05	0.03335570985419157
M1_25.28.filtered.fa	M1_25.28.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__C00003060	f__C00003060	g__JABXJX01	s__	5612313.0	65267	6949.0	2453.0	7651.0	1325.0	295869.0	0.011629251611590443	0.0012381704299100924	0.0004370746962972307	0.0013632525484590756	0.0002360880442698046	0.05271783665665119
M1_25.280.filtered.fa	M1_25.280.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__JAAYZQ01	g__	s__	7149077.0	57695	12652.0	3442.0	3664.0	2231.0	844434.0	0.008070272568053191	0.0017697389467199753	0.00048146075360497586	0.000512513713308725	0.00031206825720299277	0.1181179052904312
M1_25.281.filtered.fa	M1_25.281.filtered	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__CAJQQK01	s__	1340630.0	17862	25990.0	13149.0	25223.0	9970.0	39010.0	0.01332358667193782	0.019386407882861043	0.00980807530787764	0.018814288804517278	0.0074368021005049864	0.029098259773390124
M1_25.282.filtered.fa	M1_25.282.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__VGOG01	f__VGOG01	g__VGOG01	s__	8913116.0	1594	208.0	40.0	176.0	46.0	377359.0	0.00017883756926309496	2.3336395487279646e-05	4.487768362938393e-06	1.9746180796928932e-05	5.1609336173791526e-06	0.04233749454175173
M1_25.283.filtered.fa	M1_25.283.filtered	d__Bacteria	p__Actinobacteriota	c__Humimicrobiia	o__Humimicrobiales	f__	g__	s__	2320846.0	18101	15393.0	8308.0	24873.0	6286.0	60839.0	0.007799311113275073	0.006632495219415679	0.0035797291160206235	0.01071721260264576	0.00270849509187598	0.026214147771976254
M1_25.284.filtered.fa	M1_25.284.filtered	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__	s__	3800794.0	57859	5071.0	1262.0	5314.0	764.0	228823.0	0.015222871852565543	0.0013341949076956026	0.00033203588513347476	0.0013981289172736013	0.0002010106309365885	0.06020399948010863
M1_25.29.filtered.fa	M1_25.29.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__SM23-62	g__SM23-62	s__	4330106.0	1264	296.0	107.0	160.0	92.0	227089.0	0.000291909713064761	6.835860369238074e-05	2.4710711469880876e-05	3.6950596590476074e-05	2.1246593039523745e-05	0.05244421268209139
M1_25.292.filtered.fa	M1_25.292.filtered	d__Bacteria	p__Myxococcota	c__Bradymonadia	o__JAFGEP01	f__JAFGEP01	g__	s__	1149223.0	521	17.0	1.0	27.0	1.0	16051.0	0.0004533497850286672	1.4792603350263614e-05	8.701531382508007e-07	2.349413473277162e-05	8.701531382508007e-07	0.013966828022063603
M1_25.293.filtered.fa	M1_25.293.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__	s__	3152726.0	763	328.0	179.0	415.0	121.0	60244.0	0.0002420127851262685	0.00010403695087996864	5.677626282778776e-05	0.00013163211772922862	3.837948492828111e-05	0.019108542892722045
M1_25.298.filtered.fa	M1_25.298.filtered	d__Bacteria	p__AABM5-125-24	c__	o__	f__	g__	s__	2408147.0	254	36.0	5.0	10.0	1.0	58093.0	0.00010547528867631419	1.494925351317839e-05	2.0762852101636652e-06	4.1525704203273305e-06	4.1525704203273305e-07	0.024123527342807562
M1_25.299.filtered.fa	M1_25.299.filtered	d__Bacteria	p__Desulfobacterota	c__BSN033	o__	f__	g__	s__	850275.0	435	44.0	18.0	17.0	9.0	9308.0	0.0005115991884978389	5.174796389403428e-05	2.1169621593014026e-05	1.9993531504513246e-05	1.0584810796507013e-05	0.010947046543765252
M1_25.3.filtered.fa	M1_25.3.filtered	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__B25-G16	g__B33-G16	s__	2004206.0	9141	943.0	242.0	2263.0	165.0	602203.0	0.004560908409614581	0.00047051051638404435	0.00012074607101266038	0.0011291254491803736	8.232686659954116e-05	0.30046961240511205
M1_25.300.filtered.fa	M1_25.300.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__Anaerolineaceae	g__Pelolinea	s__	4064654.0	9795	1831.0	621.0	1500.0	285.0	65050.0	0.002409799210461702	0.0004504688467948317	0.00015278053187306963	0.0003690351011426803	7.011666921710925e-05	0.016003822219554237
M1_25.302.filtered.fa	M1_25.302.filtered	d__Bacteria	p__Patescibacteria	c__Microgenomatia	o__UBA1400	f__JAHJAY01	g__	s__	496745.0	11	3.0				4556.0	2.2144158471650445e-05	6.039315946813757e-06				0.009171707817894493
M1_25.304.filtered.fa	M1_25.304.filtered	d__Bacteria	p__Myxococcota	c__Polyangia	o__HGW-17	f__	g__	s__	2995352.0	389	29.0	7.0	15.0	5.0	18998.0	0.00012986787529479005	9.681666795755558e-06	2.336954054147893e-06	5.007758687459771e-06	1.6692528958199236e-06	0.006342493302957382
M1_25.306.filtered.fa	M1_25.306.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Aggregatilineales	f__Ch27	g__Ch27	s__	1662036.0	79	7.0	1.0	12.0	3.0	22937.0	4.753206308407279e-05	4.211701792259614e-06	6.016716846085163e-07	7.220060215302196e-06	1.805015053825549e-06	0.01380054342986554
M1_25.308.filtered.fa	M1_25.308.filtered	d__Bacteria	p__Acidobacteriota	c__Vicinamibacteria	o__Bin61	f__	g__	s__	2092562.0	572	256.0	90.0	200.0	50.0	16141.0	0.0002733491289624871	0.00012233807170349074	4.300947833325847e-05	9.557661851835214e-05	2.3894154629588036e-05	0.0077135109975236095
M1_25.312.filtered.fa	M1_25.312.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA12402	f__UBA12402	g__	s__	570721.0	86	17.0	3.0	5.0	3.0	5337.0	0.0001506865876671789	2.9786883608628383e-05	5.256508872110891e-06	8.76084812018482e-06	5.256508872110891e-06	0.009351329283485275
M1_25.313.filtered.fa	M1_25.313.filtered	d__Bacteria	p__Desulfobacterota	c__WTBG01	o__WTBG01	f__WTBG01	g__	s__	882924.0	4333	476.0	170.0	811.0	70.0	11382.0	0.004907557162337868	0.0005391177496590873	0.00019254205344967405	0.0009185388549863862	7.928202200868931e-05	0.012891256778612881
M1_25.314.filtered.fa	M1_25.314.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__SLSP01	g__	s__	734040.0	8009	2264.0	1012.0	1718.0	489.0	10259.0	0.010910849544983925	0.003084300583074492	0.0013786714620456651	0.002340471908887799	0.0006661762301781919	0.013976077597951065
M1_25.316.filtered.fa	M1_25.316.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__	g__	s__	4434476.0	62261	14144.0	4115.0	4218.0	2618.0	241746.0	0.01404021580001786	0.003189553850330907	0.0009279563132149097	0.0009511834092686487	0.000590374150181442	0.05451512196705992
M1_25.32.filtered.fa	M1_25.32.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__E44-bin32	g__	s__	4904656.0	16735	2265.0	731.0	3281.0	362.0	106333.0	0.0034120639653423194	0.00046180608792951023	0.00014904205310219514	0.0006689561918307829	7.380741890970539e-05	0.021680011809187025
M1_25.320.filtered.fa	M1_25.320.filtered	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Hyphomicrobiaceae	g__Filomicrobium	s__	715748.0	76538	59788.0	27739.0	42017.0	17951.0	75671.0	0.10693428413352185	0.08353219289470595	0.03875526023125458	0.05870362194515388	0.025080056109133383	0.10572296394820524
M1_25.321.filtered.fa	M1_25.321.filtered	d__Bacteria	p__Dependentiae	c__Babeliae	o__	f__	g__	s__	1158285.0	2124	696.0	783.0	764.0	509.0	22356.0	0.0018337455807508514	0.0006008883823929344	0.0006759994301920512	0.0006595958680290256	0.0004394427968936833	0.01930094924824201
M1_25.322.filtered.fa	M1_25.322.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__E44-bin32	g__E44-bin32	s__	894859.0	28261	5574.0	1829.0	6728.0	946.0	94089.0	0.03158151172419342	0.0062289142758803345	0.0020438974184759833	0.007518502914984372	0.0010571497856086826	0.10514393887752149
M1_25.323.filtered.fa	M1_25.323.filtered	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__SOIY01	s__	1259493.0	281	27.0	13.0	20.0	5.0	12636.0	0.00022310564647838455	2.143719734845688e-05	1.0321613538145905e-05	1.587940544330139e-05	3.969851360825348e-06	0.01003260835907782
M1_25.324.filtered.fa	M1_25.324.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__E44-bin32	g__	s__	4927344.0	3082	786.0	318.0	493.0	236.0	107222.0	0.0006254891073162336	0.00015951798778408814	6.453781185157765e-05	0.00010005390327933264	4.789598615400102e-05	0.02176060774323855
M1_25.325.filtered.fa	M1_25.325.filtered	d__Bacteria	p__Spirochaetota	c__B62-G9	o__B62-G9	f__B62-G9	g__	s__	2810832.0	4585	689.0	273.0	589.0	146.0	58244.0	0.0016311896264166624	0.00024512315214854537	9.712426783244249e-05	0.00020954649726486678	5.194191613017071e-05	0.020721266870449746
M1_25.327.filtered.fa	M1_25.327.filtered	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Thermoguttaceae	g__	s__	5783297.0	1036	655.0	293.0	479.0	175.0	56386.0	0.00017913657209719645	0.00011325719567921205	5.066314249467043e-05	8.282472783258408e-05	3.02595560974994e-05	0.009749801886363436
M1_25.329.filtered.fa	M1_25.329.filtered	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Paceibacterales	f__	g__	s__	643953.0	27	2.0	1.0	8.0	1.0	3984.0	4.192852583961873e-05	3.1058167288606466e-06	1.5529083644303233e-06	1.2423266915442586e-05	1.5529083644303233e-06	0.006186786923890408
M1_25.33.filtered.fa	M1_25.33.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA11858	g__B10-G9	s__	3358514.0	16038	1296.0	392.0	3143.0	297.0	63023.0	0.0047753262305888855	0.00038588494792637457	0.00011671828671847133	0.0009358305488677433	8.84319672331275e-05	0.018765144346577087
M1_25.332.filtered.fa	M1_25.332.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__S140-20	f__S140-20	g__	s__	6313063.0	7843	3544.0	1350.0	2133.0	736.0	56002.0	0.0012423446431629147	0.000561375674533899	0.00021384231394491073	0.00033787085603295897	0.00011658366152848467	0.00887081278929103
M1_25.333.filtered.fa	M1_25.333.filtered	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__SOIA01	s__SOIA01 sp004378665	3154770.0	1994	533.0	255.0	88.0	170.0	519142.0	0.0006320587554718728	0.0001689505098628426	8.082998126646317e-05	2.7894268044897094e-05	5.388665417764211e-05	0.1645577966064087
M1_25.339.filtered.fa	M1_25.339.filtered	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__JAFGJU01	f__JAFGJU01	g__	s__	2035178.0	258	33.0	11.0	49.0	6.0	35760.0	0.0001267702382789122	1.621479791939575e-05	5.404932639798583e-06	2.407651812273914e-05	2.9481450762537726e-06	0.017570944654472485
M1_25.341.filtered.fa	M1_25.341.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__JAAYZQ01	g__	s__	2637600.0	6770	1440.0	476.0	632.0	276.0	25526.0	0.002566727327873825	0.000545950864422202	0.00018046709129511678	0.00023961176827418866	0.00010464058234758872	0.009677737336973006
M1_25.342.filtered.fa	M1_25.342.filtered	d__Bacteria	p__Cloacimonadota	c__Cloacimonadia	o__Cloacimonadales	f__TCS61	g__JACNIV01	s__	341704.0	479	14.0	7.0	47.0	3.0	2414.0	0.001401798047432866	4.0971132910355164e-05	2.0485566455177582e-05	0.00013754594619904946	8.779528480790391e-06	0.007064593917542669
M1_25.346.filtered.fa	M1_25.346.filtered	d__Bacteria	p__VGIX01	c__VGIX01	o__	f__	g__	s__	3245603.0	1135	189.0	64.0	116.0	22.0	35119.0	0.00034970389169593447	5.823263042337587e-05	1.9718985963471196e-05	3.574066205879154e-05	6.778401424943223e-06	0.01082048543829914
M1_25.348.filtered.fa	M1_25.348.filtered	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__UBA6906	g__	s__	3337019.0	1518	673.0	320.0	311.0	337.0	48309.0	0.00045489702036458286	0.0002016770057347591	9.589397003732973e-05	9.319695213002983e-05	0.00010098833719556287	0.014476693120416755
M1_25.349.filtered.fa	M1_25.349.filtered	d__Bacteria	p__Margulisbacteria	c__WOR-1	o__O2-12-FULL-45-9	f__	g__	s__	493512.0	46			7.0		4710.0	9.320948629415293e-05			1.4184052262153706e-05		0.009543840879249137
M1_25.35.filtered.fa	M1_25.35.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__Fen-1064	g__W589	s__	3288238.0	18402	1369.0	448.0	915.0	153.0	149329.0	0.0055963102427500685	0.0004163323944313033	0.00013624317947788452	0.00027826452951398286	4.652947870561681e-05	0.04541307533092191
M1_25.350.filtered.fa	M1_25.350.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__Sedimentisphaerales	f__SG8-4	g__JAFGRL01	s__	3092754.0	321	101.0	41.0	92.0	13.0	99551.0	0.00010379099016604618	3.265697821423883e-05	1.3256793136473189e-05	2.9746950452573984e-05	4.203373433515889e-06	0.03218846374461079
M1_25.351.filtered.fa	M1_25.351.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__9FT-COMBO-55-16	s__	674092.0	2210	777.0	348.0	456.0	190.0	8619.0	0.0032784842425069576	0.0011526616544922652	0.0005162500074173852	0.0006764655269607116	0.00028186063623362984	0.012786088545777135
M1_25.353.filtered.fa	M1_25.353.filtered	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__	s__	854227.0	362	26.0	20.0	8.0	26.0	8952.0	0.00042377494506729474	3.0436874507595755e-05	2.3412980390458275e-05	9.36519215618331e-06	3.0436874507595755e-05	0.010479650022769123
M1_25.356.filtered.fa	M1_25.356.filtered	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__UBA9339	f__UBA9339	g__	s__	869740.0	44	15.0	1.0	1.0		8340.0	5.058983144387978e-05	1.7246533446777196e-05	1.1497688964518131e-06	1.1497688964518131e-06		0.009589072596408121
M1_25.357.filtered.fa	M1_25.357.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA7937	f__B3-Chlor	g__B3-Chlor	s__	6362302.0	7646	1103.0	390.0	662.0	139.0	75850.0	0.0012017662789348886	0.00017336492357640363	6.129856771967128e-05	0.00010405038930877534	2.1847438238549507e-05	0.011921785542402735
M1_25.358.filtered.fa	M1_25.358.filtered	d__Bacteria	p__Planctomycetota	c__Phycisphaerae	o__UBA1845	f__Fen-1342	g__JAHJAR01	s__	11748464.0	2488	381.0	116.0	277.0	80.0	201168.0	0.00021177236445547266	3.242977124498998e-05	9.873631140206924e-06	2.35775502227355e-05	6.809400786349603e-06	0.01712291921735471
M1_25.359.filtered.fa	M1_25.359.filtered	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA10428	g__	s__	4203234.0	7534	280.0	67.0	92.0	57.0	113380.0	0.001792429353207554	6.661537282958788e-05	1.59401070699371e-05	2.188790821543602e-05	1.3560986611737533e-05	0.026974467755066695
M1_25.360.filtered.fa	M1_25.360.filtered	d__Bacteria	p__Desulfobacterota	c__WTBG01	o__WTBG01	f__WTBG01	g__	s__	937737.0	3401	331.0	118.0	547.0	53.0	13173.0	0.0036268164741286735	0.0003529774339713587	0.00012583485561516717	0.0005833192035720037	5.6519045318676775e-05	0.01404764875439489
M1_25.363.filtered.fa	M1_25.363.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__SLSP01	g__	s__	383287.0	1857	571.0	223.0	381.0	122.0	10782.0	0.004844933431084279	0.0014897452822558552	0.0005818094534904654	0.00099403319183797	0.00031829934226832633	0.02813035662571389
M1_25.364.filtered.fa	M1_25.364.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__E44-bin10	s__	2610133.0	169246	9322.0	1632.0	5351.0	763.0	676087.0	0.0648419065235373	0.003571465515358796	0.0006252554946433764	0.0020500871028411197	0.0002923222686353531	0.259023965445439
M1_25.366.filtered.fa	M1_25.366.filtered	d__Bacteria	p__Hydrogenedentota	c__	o__	f__	g__	s__	4185885.0	38717	2919.0	868.0	2964.0	447.0	244041.0	0.009249417984488346	0.0006973435725061726	0.00020736355633277072	0.0007080939872930097	0.00010678745354924945	0.058300932777656335
M1_25.38.filtered.fa	M1_25.38.filtered	d__Bacteria	p__WOR-3	c__WOR-3	o__SM23-42	f__SM23-42	g__SOIY01	s__	1365153.0	27296	105.0	8.0	297.0	30.0	29730.0	0.019994828418499613	7.691445574232339e-05	5.860149008938925e-06	0.0002175580319568576	2.197555878352097e-05	0.02177777875446928
M1_25.4.filtered.fa	M1_25.4.filtered	d__Bacteria	p__VGIX01	c__VGIX01	o__VGIX01	f__VGIX01	g__	s__	2722235.0	4878	547.0	164.0	538.0	66.0	46344.0	0.0017919099563410213	0.00020093783233262374	6.0244615178336916e-05	0.00019763172540210525	2.4244784157135587e-05	0.01702424662088321
M1_25.42.filtered.fa	M1_25.42.filtered	d__Bacteria	p__	c__	o__	f__	g__	s__	878218.0	244	47.0	8.0	34.0	10.0	8031.0	0.0002778353438440114	5.35174637732317e-05	9.109355535869226e-06	3.871476102744421e-05	1.1386694419836533e-05	0.00914465428857072
M1_25.44.filtered.fa	M1_25.44.filtered	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__JAAYDI01	s__	5484978.0	56258	54735.0	24530.0	49382.0	17630.0	82063.0	0.01025674123032034	0.009979073753805393	0.004472214838418678	0.009003135472922589	0.0032142334937350706	0.014961409143300118
M1_25.46.filtered.fa	M1_25.46.filtered	d__Bacteria	p__Desulfobacterota	c__Desulfobacteria	o__Desulfobacterales	f__UBA11574	g__S5133MH16	s__	581198.0	27940	2186.0	758.0	8453.0	502.0	18929.0	0.04807311793915327	0.0037611967006080543	0.0013042026985640007	0.014544096848234165	0.0008637331855925175	0.032568935199364074
M1_25.48.filtered.fa	M1_25.48.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__RBG-16-60-22	g__E44-bin89	s__	1892770.0	21803	3561.0	1310.0	2095.0	357.0	181646.0	0.011519096350850869	0.0018813696328661169	0.0006921073347527697	0.0011068434093946967	0.00018861245687537312	0.09596834269351268
M1_25.49.filtered.fa	M1_25.49.filtered	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__MSB-5A5	f__SM1-73	g__SM1-73	s__	4765356.0	793	130.0	15.0	35.0	15.0	457276.0	0.00016640939312823638	2.7280228381678094e-05	3.1477186594243957e-06	7.344676871990257e-06	3.1477186594243957e-06	0.09595841318046333
M1_25.52.filtered.fa	M1_25.52.filtered	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__GIF9	f__AB-539-J10	g__RBG-13-51-36	s__	1319555.0	50064	1175.0	146.0	1972.0	159.0	582553.0	0.037940063127342175	0.0008904517053097445	0.00011064336082997677	0.001494443202443248	0.00012049516693127607	0.4414768615177086
M1_25.53.filtered.fa	M1_25.53.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA7937	f__	g__	s__	517242.0	7	3.0			1.0	3502.0	1.3533317093352822e-05	5.799993040008352e-06			1.9333310133361174e-06	0.006770525208703083
M1_25.57.filtered.fa	M1_25.57.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA7937	f__	g__	s__	1640579.0	3169	738.0	226.0	518.0	109.0	14220.0	0.0019316351117501808	0.00044984118411853377	0.00013775624337505234	0.0003157421861428191	6.643995808796772e-05	0.008667671596430285
M1_25.58.filtered.fa	M1_25.58.filtered	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__B4-G1	f__B4-G1	g__JAFGED01	s__	3071618.0	10254	1472.0	478.0	1224.0	197.0	57433.0	0.0033383057398413477	0.00047922625795264906	0.0001556183093079934	0.0003984870514497571	6.413557935915208e-05	0.01869796309306691
M1_25.61.filtered.fa	M1_25.61.filtered	d__Bacteria	p__Zixibacteria	c__MSB-5A5	o__MSB-5A5	f__SM1-73	g__SM23-73-3	s__	652651.0	244	9.0		11.0	1.0	3960.0	0.0003738598423966255	1.378991221954766e-05		1.6854337157224917e-05	1.532212468838629e-06	0.006067561376600971
